seqnames,start,end,width,strand,V4,V5,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,state
NC_000070.7,42949705,42950511,807,*,CBD2vsMODEL2_cond2_146,5.11064,Promoter (<=1kb),4,42949866,42959417,9552,1,Dnajb5,XM_036164265.1,0,down
NC_000070.7,53011894,53012426,533,*,CBD2vsMODEL2_cond2_147,5.4124,Promoter (<=1kb),4,53011932,53022060,10129,1,Nipsnap3b,NM_001347099.2,0,down
NC_000070.7,53853606,53853890,285,*,CBD2vsMODEL2_cond2_148,4.24572,"Intron (XM_006538083.2/Tmem38b, intron 3 of 4)",4,53860652,53860770,119,1,n-R5s185,XR_004942283.1,-6762,down
NC_000070.7,55349820,55350097,278,*,CBD2vsMODEL2_cond2_149,4.96386,Promoter (<=1kb),4,55350042,55392237,42196,1,Rad23b,NM_009011.4,0,down
NC_000070.7,57956326,57957325,1000,*,CBD2vsMODEL2_cond2_150,7.74408,Promoter (<=1kb),4,57956752,57968149,11398,1,Gm35344,XR_881303.4,0,down
NC_000070.7,59422302,59422692,391,*,CBD2vsMODEL2_cond2_151,21.3785,"Intron (XM_006538146.5/Susd1, intron 3 of 12)",4,59314683,59438633,123951,2,Susd1,NM_001163288.2,15941,down
NC_000070.7,60198124,60198415,292,*,CBD2vsMODEL2_cond2_152,14.6912,Distal Intergenic,4,60218620,60222540,3921,2,Mup8,NM_001347131.1,24125,down
NC_000070.7,61221141,61221441,301,*,CBD2vsMODEL2_cond2_153,11.7679,Distal Intergenic,4,61180307,61184238,3932,2,Mup13,XM_030252989.2,-36903,down
NC_000070.7,62278934,62279252,319,*,CBD2vsMODEL2_cond2_154,4.99077,Promoter (<=1kb),4,62278938,62310006,31069,1,Slc31a1,NM_175090.4,0,down
NC_000070.7,63234456,63234729,274,*,CBD2vsMODEL2_cond2_155,6.97792,"Intron (XM_030253629.1/Col27a1, intron 41 of 60)",4,63244225,63262707,18483,2,Gm52743,XR_003955430.2,27978,down
NC_000070.7,63267002,63267388,387,*,CBD2vsMODEL2_cond2_156,9.23784,Distal Intergenic,4,63262793,63266400,3608,1,Orm1,NM_008768.2,4209,down
NC_000070.7,65077725,65077989,265,*,CBD2vsMODEL2_cond2_157,13.969,"Intron (NM_021362.2/Pappa, intron 2 of 21)",4,65041993,65276776,234784,1,Pappa,NM_021362.2,35732,down
NC_000070.7,81247827,81248736,910,*,CBD2vsMODEL2_cond2_158,9.62055,"Intron (NM_001305284.1/Mpdz, intron 23 of 47)",4,81256511,81256641,131,2,Gm25803,XR_004942358.1,7905,down
NC_000070.7,84391669,84391938,270,*,CBD2vsMODEL2_cond2_159,4.84793,"Intron (NM_001369083.2/Bnc2, intron 2 of 5)",4,84185041,84474141,289101,2,Bnc2,NM_001369083.2,82203,down
NC_000070.7,105082996,105083360,365,*,CBD2vsMODEL2_cond2_160,5.90541,"Intron (NM_080555.2/Plpp3, intron 5 of 5)",4,105118362,105129440,11079,1,Gm54244,XR_004942141.1,-35002,down
NC_000070.7,107110448,107110825,378,*,CBD2vsMODEL2_cond2_161,3.98883,Promoter (<=1kb),4,107090711,107110530,19820,2,Lrrc42,XM_036164551.1,0,down
NC_000070.7,107660730,107661199,470,*,CBD2vsMODEL2_cond2_162,5.10624,Promoter (<=1kb),4,107660082,107734035,73954,1,Lrp8,NM_001369052.1,648,down
NC_000070.7,114243200,114243763,564,*,CBD2vsMODEL2_cond2_163,6.32807,Distal Intergenic,4,114263394,114457155,193762,1,Trabd2b,XR_004941947.1,-19631,down
NC_000070.7,116158198,116158475,278,*,CBD2vsMODEL2_cond2_164,6.9939,3' UTR,4,116163959,116170987,7029,2,Mast2,XM_006502839.1,12512,down
NC_000070.7,118404262,118405926,1665,*,CBD2vsMODEL2_cond2_165,40.9146,Promoter (<=1kb),4,118404336,118405453,1118,1,Gm40237,XR_001784414.1,0,down
NC_000070.7,118870243,118870505,263,*,CBD2vsMODEL2_cond2_166,5.04871,Distal Intergenic,4,118840895,118855234,14340,2,Gm12865,XR_868062.2,-15009,down
NC_000070.7,118982841,118983143,303,*,CBD2vsMODEL2_cond2_167,5.72755,"Intron (NM_011400.3/Slc2a1, intron 2 of 9)",4,118987485,118989365,1881,2,Gm12867,NR_165264.1,6222,down
NC_000070.7,124602596,124602942,347,*,CBD2vsMODEL2_cond2_168,3.69724,Promoter (<=1kb),4,124602966,124626234,23269,1,Sf3a3,XM_036164510.1,-24,down
NC_000070.7,126004405,126004665,261,*,CBD2vsMODEL2_cond2_169,4.59048,"Intron (XM_006503441.5/Stk40, intron 1 of 11)",4,125998248,126034820,36573,1,Stk40,XM_036164495.1,6157,down
NC_000070.7,127657486,127657796,311,*,CBD2vsMODEL2_cond2_170,10.2475,Distal Intergenic,4,127512538,127513646,1109,1,Gm40255,XR_868171.1,144948,down
NC_000070.7,128277051,128277504,454,*,CBD2vsMODEL2_cond2_171,4.52339,"Intron (XM_036164198.1/Csmd2, intron 17 of 44)",4,128262677,128461459,198783,1,Csmd2,XR_003954975.2,14374,down
NC_000070.7,130006195,130006754,560,*,CBD2vsMODEL2_cond2_172,10.5799,Promoter (<=1kb),4,129999248,130005790,6543,2,Gm40258,XR_868200.4,-405,down
NC_000070.7,132710301,132710672,372,*,CBD2vsMODEL2_cond2_173,8.9586,"Intron (NM_010208.4/Fgr, intron 1 of 12)",4,132704356,132728080,23725,1,Fgr,XM_006538545.5,5945,down
NC_000070.7,133341356,133342686,1331,*,CBD2vsMODEL2_cond2_174,17.2567,"Exon (XM_017320305.3/Zdhhc18, exon 3 of 9)",4,133327867,133329163,1297,2,Sfn,NM_018754.3,-12193,down
NC_000070.7,133638055,133638317,263,*,CBD2vsMODEL2_cond2_175,3.48198,Distal Intergenic,4,133574601,133615466,40866,2,Rps6ka1,XM_036163924.1,-22589,down
NC_000070.7,134431805,134432123,319,*,CBD2vsMODEL2_cond2_176,4.69391,Promoter (<=1kb),4,134289001,134431601,142601,2,Man1c1,NM_207237.3,-204,down
NC_000070.7,135000108,135000482,375,*,CBD2vsMODEL2_cond2_177,4.4165,Promoter (<=1kb),4,134941280,135000071,58792,2,Clic4,NM_013885.2,-37,down
NC_000070.7,139326321,139326631,311,*,CBD2vsMODEL2_cond2_178,6.1928,"Intron (NM_183148.3/Iffo2, intron 4 of 11)",4,139348404,139372267,23864,1,Aldh4a1,XM_006538693.5,-21773,down
NC_000070.7,141656355,141656767,413,*,CBD2vsMODEL2_cond2_179,4.56481,"Exon (XR_390916.4/Gm35295, exon 2 of 3)",4,141648232,141660109,11878,1,Gm35295,XR_390916.4,8123,down
NC_000070.7,143025658,143026082,425,*,CBD2vsMODEL2_cond2_180,5.19237,Promoter (<=1kb),4,142993979,143026134,32156,2,Pdpn,NM_001290822.1,52,down
NC_000070.7,148224641,148224937,297,*,CBD2vsMODEL2_cond2_181,3.63758,Promoter (<=1kb),4,148224947,148230161,5215,1,Mad2l2,NM_027985.3,-10,down
NC_000070.7,148244438,148244937,500,*,CBD2vsMODEL2_cond2_182,5.46018,Promoter (<=1kb),4,148244605,148250874,6270,1,Fbxo2,NM_001419437.1,0,down
NC_000070.7,149133998,149134396,399,*,CBD2vsMODEL2_cond2_183,4.55441,"Intron (NM_019781.3/Pex14, intron 2 of 8)",4,149081473,149089457,7985,2,Gm42351,XR_881580.4,-44541,down
NC_000070.7,149255003,149255395,393,*,CBD2vsMODEL2_cond2_184,9.21407,Distal Intergenic,4,149234448,149251162,16715,2,Pgd,NM_001081274.2,-3841,down
NC_000070.7,149255529,149255984,456,*,CBD2vsMODEL2_cond2_185,6.92834,Distal Intergenic,4,149234448,149251162,16715,2,Pgd,NM_001081274.2,-4367,down
NC_000070.7,150038876,150039155,280,*,CBD2vsMODEL2_cond2_186,4.50002,Promoter (<=1kb),4,149980740,150039494,58755,2,Spsb1,NM_001419256.1,339,down
NC_000070.7,151313194,151313513,320,*,CBD2vsMODEL2_cond2_187,4.19793,Promoter (<=1kb),4,151313510,151320285,6776,1,Gm53227,XR_003953415.2,0,down
NC_000070.7,151360591,151361190,600,*,CBD2vsMODEL2_cond2_188,5.52797,"Intron (XM_030253021.2/Camta1, intron 1 of 16)",4,151143980,151374568,230589,2,Camta1,XM_030253021.2,13378,down
NC_000070.7,151827837,151828129,293,*,CBD2vsMODEL2_cond2_189,12.9401,"Exon (XR_003955313.2/Gm52710, exon 3 of 3)",4,151820253,151839278,19026,1,Gm52710,XR_003955315.2,7584,down
NC_000070.7,151946330,151947022,693,*,CBD2vsMODEL2_cond2_190,7.54493,Promoter (<=1kb),4,151875029,151946225,71197,2,Camta1,NM_001195565.1,-105,down
NC_000070.7,152978219,152978549,331,*,CBD2vsMODEL2_cond2_191,5.36093,Distal Intergenic,4,152935522,152943748,8227,2,Gm30911,XR_390997.4,-34471,down
NC_000070.7,153172263,153172818,556,*,CBD2vsMODEL2_cond2_192,8.9013,Distal Intergenic,4,153233105,153249584,16480,2,Gm31055,XR_391000.3,76766,down
NC_000070.7,153806345,153806941,597,*,CBD2vsMODEL2_cond2_193,5.33815,Distal Intergenic,4,153865052,153870107,5056,2,Gm54272,XR_004942245.1,63166,down
NC_000070.7,153961591,153961860,270,*,CBD2vsMODEL2_cond2_194,5.51414,Promoter (<=1kb),4,153960841,153960972,132,1,Gm25880,XR_004942372.1,750,down
NC_000070.7,154927563,154927829,267,*,CBD2vsMODEL2_cond2_195,3.99186,"Intron (XM_017320227.3/Ttc34, intron 2 of 6)",4,154921873,154951582,29710,1,Ttc34,NM_172878.4,5690,down
NC_000070.7,154930000,154930316,317,*,CBD2vsMODEL2_cond2_196,5.68396,"Intron (XM_017320227.3/Ttc34, intron 2 of 6)",4,154921873,154951582,29710,1,Ttc34,NM_172878.4,8127,down
NC_000070.7,156367645,156368487,843,*,CBD2vsMODEL2_cond2_197,11.4089,Distal Intergenic,4,156390105,156409719,19615,1,Dhrsx,XM_006535901.4,-21618,down
NC_000071.7,4580313,4580577,265,*,CBD2vsMODEL2_cond2_198,13.2695,Distal Intergenic,5,4712374,4716859,4486,1,Gm54299,XR_004942636.1,-131797,down
NC_000071.7,31787393,31787975,583,*,CBD2vsMODEL2_cond2_199,6.55797,"Intron (XR_004942733.1/Gm38424, intron 2 of 5)",5,31771295,31779988,8694,1,Mrpl33,NM_025796.3,16098,down
NC_000071.7,34692874,34693292,419,*,CBD2vsMODEL2_cond2_200,5.99162,Promoter (<=1kb),5,34694231,34720970,26740,1,Sh3bp2,XM_006503954.3,-939,down
NC_000071.7,57872722,57873002,281,*,CBD2vsMODEL2_cond2_201,4.96374,Promoter (<=1kb),5,57873487,58074240,200754,1,Pcdh7,XM_006504025.4,-485,down
NC_000071.7,75057875,75058152,278,*,CBD2vsMODEL2_cond2_202,6.10313,Distal Intergenic,5,75101788,75104948,3161,2,Gm52779,XR_003955748.1,46796,down
NC_000071.7,103791927,103792193,267,*,CBD2vsMODEL2_cond2_203,17.6812,Distal Intergenic,5,103796449,103803168,6720,2,1700016H13Rik,XM_011249580.1,10975,down
NC_000071.7,105940778,105941073,296,*,CBD2vsMODEL2_cond2_204,3.99483,"Intron (XM_011249436.2/Lrrc8d, intron 3 of 3)",5,105945611,105963076,17466,1,Lrrc8d,XM_036165074.1,-4538,down
NC_000071.7,109698316,109699092,777,*,CBD2vsMODEL2_cond2_205,4.66799,Promoter (2-3kb),5,109694975,109701413,6439,2,Gm8493,XR_880565.4,2321,down
NC_000071.7,109703344,109703954,611,*,CBD2vsMODEL2_cond2_206,6.25338,Promoter (1-2kb),5,109694975,109701852,6878,2,Gm8493,XR_880564.3,-1492,down
NC_000071.7,109704236,109705253,1018,*,CBD2vsMODEL2_cond2_207,6.47084,Promoter (1-2kb),5,109702575,109706859,4285,2,Crlf2,NM_001164735.1,1606,down
NC_000071.7,114046927,114047309,383,*,CBD2vsMODEL2_cond2_208,4.24022,Promoter (<=1kb),5,113980500,114046767,66268,2,Coro1c,NM_011779.3,-160,down
NC_000071.7,114829073,114829409,337,*,CBD2vsMODEL2_cond2_209,4.30626,Promoter (<=1kb),5,114807551,114828996,21446,2,Gltp,NM_019821.2,-77,down
NC_000071.7,120812551,120812860,310,*,CBD2vsMODEL2_cond2_210,6.05205,"Exon (XM_006530210.2/Rasal1, exon 18 of 23)",5,120792617,120817662,25046,1,Rasal1,XM_006530208.3,19934,down
NC_000071.7,124233628,124234108,481,*,CBD2vsMODEL2_cond2_211,7.1131,Promoter (<=1kb),5,124199920,124233861,33942,2,Abcb9,NM_019875.2,0,down
NC_000071.7,128361671,128361953,283,*,CBD2vsMODEL2_cond2_212,14.7311,"Intron (NM_172885.2/Tmem132d, intron 1 of 8)",5,127860555,128510141,649587,2,Tmem132d,NM_172885.2,148188,down
NC_000071.7,134137118,134137435,318,*,CBD2vsMODEL2_cond2_213,19.5907,"Intron (NM_030719.3/Castor2, intron 1 of 8)",5,134128587,134170621,42035,1,Castor2,NM_030719.3,8531,down
NC_000071.7,134580353,134580613,261,*,CBD2vsMODEL2_cond2_214,3.5281,Promoter (<=1kb),5,134518237,134581288,63052,2,Clip2,NM_001039162.2,675,down
NC_000071.7,135908452,135908871,420,*,CBD2vsMODEL2_cond2_215,9.44663,Distal Intergenic,5,135904511,135904617,107,1,Gm22450,XR_004942878.1,3941,down
NC_000071.7,136273800,136274184,385,*,CBD2vsMODEL2_cond2_216,3.62871,Promoter (<=1kb),5,136247002,136273803,26802,2,Sh2b2,XM_030254494.2,0,down
NC_000071.7,137131637,137132255,619,*,CBD2vsMODEL2_cond2_217,6.1268,Distal Intergenic,5,137140140,137145061,4922,2,Trim56,NM_201373.4,12806,down
NC_000071.7,139721589,139722102,514,*,CBD2vsMODEL2_cond2_218,6.34056,Promoter (<=1kb),5,139692448,139722088,29641,2,Micall2,NM_174850.3,0,down
NC_000071.7,140424741,140425238,498,*,CBD2vsMODEL2_cond2_219,4.97392,"Intron (NM_133916.2/Eif3b, intron 13 of 18)",5,140431206,140482011,50806,1,Kif19b,NM_001378679.1,-5968,down
NC_000071.7,142507129,142507480,352,*,CBD2vsMODEL2_cond2_220,12.0266,"Intron (NM_001310752.1/Radil, intron 2 of 14)",5,142513495,142515831,2337,2,Papolb,NM_019943.2,8351,down
NC_000071.7,143399479,143400859,1381,*,CBD2vsMODEL2_cond2_221,26.3647,"Intron (NM_025841.4/Kdelr2, intron 2 of 4)",5,143389575,143407659,18085,1,Kdelr2,NM_025841.4,9904,down
NC_000071.7,143608239,143608518,280,*,CBD2vsMODEL2_cond2_222,7.00596,Promoter (<=1kb),5,143608210,143696005,87796,1,Cyth3,XM_017320729.3,29,down
NC_000071.7,144294975,144295378,404,*,CBD2vsMODEL2_cond2_223,5.4564,Promoter (<=1kb),5,144295335,144297815,2481,1,Dmrt1i,NR_102372.1,0,down
NC_000072.7,3853879,3854381,503,*,CBD2vsMODEL2_cond2_224,4.90231,Distal Intergenic,6,3685720,3764713,78994,2,Calcr,NM_007588.2,-89166,down
NC_000072.7,11748529,11749143,615,*,CBD2vsMODEL2_cond2_225,13.3618,Distal Intergenic,6,11900371,11907449,7079,2,Ndufa4,NM_010886.3,158306,down
NC_000072.7,34182221,34182508,288,*,CBD2vsMODEL2_cond2_226,15.9457,"Intron (XR_377527.3/Gm32533, intron 4 of 7)",6,34174124,34191154,17031,1,Gm32533,XR_868965.4,8097,down
NC_000072.7,42326026,42326854,829,*,CBD2vsMODEL2_cond2_227,5.60651,Promoter (<=1kb),6,42326507,42335372,8866,1,Zyx,XM_030255327.2,0,down
NC_000072.7,47662147,47662415,269,*,CBD2vsMODEL2_cond2_228,4.75112,Promoter (<=1kb),6,47661166,47663878,2713,1,Gm40363,XM_017321856.3,981,down
NC_000072.7,51409762,51410028,267,*,CBD2vsMODEL2_cond2_229,8.27886,Promoter (<=1kb),6,51409649,51435752,26104,1,Nfe2l3,NM_010903.2,113,down
NC_000072.7,52802504,52802830,327,*,CBD2vsMODEL2_cond2_230,6.03253,"Intron (XM_036166036.1/Jazf1, intron 1 of 3)",6,52762025,52775814,13790,2,Gm52904,XR_003956439.1,-26690,down
NC_000072.7,52939204,52939469,266,*,CBD2vsMODEL2_cond2_231,4.10663,"Intron (NM_001411537.1/Jazf1, intron 2 of 5)",6,52942143,52953534,11392,2,Gm33219,XR_377681.3,14065,down
NC_000072.7,53263647,53264046,400,*,CBD2vsMODEL2_cond2_232,6.46394,Promoter (<=1kb),6,53264154,53673025,408872,1,Creb5,XM_036166039.1,-108,down
NC_000072.7,55298022,55298367,346,*,CBD2vsMODEL2_cond2_233,3.65758,Distal Intergenic,6,55302621,55305380,2760,2,Gm38819,XR_869121.3,7013,down
NC_000072.7,72539711,72540035,325,*,CBD2vsMODEL2_cond2_234,11.8563,3' UTR,6,72526630,72539966,13337,1,Capg,NM_001271395.1,13081,down
NC_000072.7,73269521,73269834,314,*,CBD2vsMODEL2_cond2_235,4.40197,Promoter (2-3kb),6,73264586,73266819,2234,2,Gm40378,XM_011241550.1,-2702,down
NC_000072.7,82728009,82728343,335,*,CBD2vsMODEL2_cond2_236,17.1424,Promoter (1-2kb),6,82702004,82729912,27909,2,Hk2,XM_036165880.1,1569,down
NC_000072.7,83590851,83591130,280,*,CBD2vsMODEL2_cond2_237,15.4501,Promoter (<=1kb),6,83590855,83590995,141,1,LOC115490483,XR_004933905.1,0,down
NC_000072.7,88819021,88819374,354,*,CBD2vsMODEL2_cond2_238,7.82192,Promoter (<=1kb),6,88812896,88819334,6439,2,Abtb1,NM_001411474.1,0,down
NC_000072.7,90581551,90581883,333,*,CBD2vsMODEL2_cond2_239,5.59042,Promoter (<=1kb),6,90581705,90623394,41690,1,Slc41a3,XM_006506625.3,0,down
NC_000072.7,90965894,90966174,281,*,CBD2vsMODEL2_cond2_240,5.33988,Promoter (<=1kb),6,90636578,90965766,329189,2,Iqsec1,XM_036166051.1,-128,down
NC_000072.7,91465679,91466066,388,*,CBD2vsMODEL2_cond2_241,10.2869,Promoter (1-2kb),6,91467236,91476109,8874,1,Gm52912,XR_003956468.2,-1170,down
NC_000072.7,97282094,97282405,312,*,CBD2vsMODEL2_cond2_242,5.80275,"Exon (XM_006506006.1/Frmd4b, exon 7 of 13)",6,97263828,97289336,25509,2,Frmd4b,XM_006506006.1,6931,down
NC_000072.7,112865653,112865921,269,*,CBD2vsMODEL2_cond2_243,11.5826,"Intron (NM_080448.4/Srgap3, intron 1 of 21)",6,112694932,112924227,229296,2,Srgap3,NM_080448.4,58306,down
NC_000072.7,112865990,112866266,277,*,CBD2vsMODEL2_cond2_244,4.16921,"Intron (NM_080448.4/Srgap3, intron 1 of 21)",6,112694932,112924227,229296,2,Srgap3,NM_080448.4,57961,down
NC_000072.7,122851332,122851818,487,*,CBD2vsMODEL2_cond2_245,4.21265,Promoter (<=1kb),6,122851516,122865902,14387,1,Necap1,NM_026267.3,0,down
NC_000072.7,125331444,125332006,563,*,CBD2vsMODEL2_cond2_246,8.42726,"Intron (NM_011609.4/Tnfrsf1a, intron 1 of 9)",6,125326686,125339446,12761,1,Tnfrsf1a,NM_011609.4,4758,down
NC_000072.7,128120581,128120848,268,*,CBD2vsMODEL2_cond2_247,3.50647,Promoter (<=1kb),6,127938362,128120541,182180,2,Tspan9,NM_175414.6,-40,down
NC_000072.7,132415872,132416149,278,*,CBD2vsMODEL2_cond2_248,4.08787,Promoter (2-3kb),6,132415494,132418687,3194,2,Gm5154,XM_055019523.1,2538,down
NC_000072.7,135229244,135229710,467,*,CBD2vsMODEL2_cond2_249,4.85273,Promoter (1-2kb),6,135214327,135231334,17008,2,Gsg1,NM_001080553.1,1624,down
NC_000072.7,136447567,136447842,276,*,CBD2vsMODEL2_cond2_250,4.52491,"Exon (NR_168025.1/Gm36897, exon 2 of 2)",6,136440673,136448406,7734,1,Gm36897,NR_168025.1,6894,down
NC_000072.7,140564064,140564367,304,*,CBD2vsMODEL2_cond2_251,4.66651,Distal Intergenic,6,140567480,140601207,33728,1,Aebp2,XM_006506909.4,-3113,down
NC_000072.7,145691508,145691810,303,*,CBD2vsMODEL2_cond2_252,6.75324,Promoter (<=1kb),6,145692292,145766805,74514,1,Rassf8,XM_011241599.3,-482,down
NC_000073.7,12487462,12487727,266,*,CBD2vsMODEL2_cond2_253,14.6356,Distal Intergenic,7,12427787,12468785,40999,2,Vmn2r56,XM_036153321.1,-18677,down
NC_000073.7,16020067,16020874,808,*,CBD2vsMODEL2_cond2_254,8.24639,Promoter (<=1kb),7,16005938,16020713,14776,2,Ccdc9,XM_006539926.5,0,down
NC_000073.7,19362453,19362972,520,*,CBD2vsMODEL2_cond2_255,4.54296,Promoter (<=1kb),7,19340142,19362744,22603,2,Relb,XM_011250459.4,0,down
NC_000073.7,19564847,19565190,344,*,CBD2vsMODEL2_cond2_256,7.28866,Promoter (<=1kb),7,19563919,19581530,17612,1,Gm34891,XR_881881.3,928,down
NC_000073.7,19565274,19565540,267,*,CBD2vsMODEL2_cond2_257,4.8324,Promoter (1-2kb),7,19563919,19581530,17612,1,Gm34891,XR_881881.3,1355,down
NC_000073.7,19565607,19566238,632,*,CBD2vsMODEL2_cond2_258,23.4378,Promoter (1-2kb),7,19563919,19581530,17612,1,Gm34891,XR_881881.3,1688,down
NC_000073.7,19667207,19667633,427,*,CBD2vsMODEL2_cond2_259,4.28358,Distal Intergenic,7,19637503,19655068,17566,2,Pvr,NM_027514.2,-12139,down
NC_000073.7,24158892,24159525,634,*,CBD2vsMODEL2_cond2_260,16.7578,Promoter (<=1kb),7,24158052,24160348,2297,1,Gm53353,XR_004934264.1,840,down
NC_000073.7,27147036,27147307,272,*,CBD2vsMODEL2_cond2_261,3.65252,Promoter (<=1kb),7,27055808,27147128,91321,2,Sptbn4,XM_006540437.3,0,down
NC_000073.7,27207818,27208182,365,*,CBD2vsMODEL2_cond2_262,15.3409,Promoter (<=1kb),7,27201710,27207377,5668,2,Gm15541,XR_881907.4,-441,down
NC_000073.7,28080576,28080961,386,*,CBD2vsMODEL2_cond2_263,4.21176,Promoter (1-2kb),7,28076208,28078680,2473,2,Zfp36,NM_011756.5,-1896,down
NC_000073.7,28081157,28081524,368,*,CBD2vsMODEL2_cond2_264,5.38539,Promoter (2-3kb),7,28076208,28078680,2473,2,Zfp36,NM_011756.5,-2477,down
NC_000073.7,29113176,29113981,806,*,CBD2vsMODEL2_cond2_265,42.0905,"Intron (XM_011250732.4/Sipa1l3, intron 2 of 21)",7,29023174,29103764,80591,2,Sipa1l3,XM_006540403.3,-9412,down
NC_000073.7,37784329,37784634,306,*,CBD2vsMODEL2_cond2_266,7.05168,"Intron (XR_001778085.2/Gm30771, intron 3 of 3)",7,37769297,37791906,22610,1,Gm30771,XR_001778086.2,15032,down
NC_000073.7,44465386,44465739,354,*,CBD2vsMODEL2_cond2_267,4.13089,Promoter (<=1kb),7,44465512,44481260,15749,1,Nup62,NM_053074.2,0,down
NC_000073.7,49212243,49212578,336,*,CBD2vsMODEL2_cond2_268,5.22375,Promoter (1-2kb),7,49210815,49213439,2625,1,Gm32694,XR_004934415.1,1428,down
NC_000073.7,59418144,59418464,321,*,CBD2vsMODEL2_cond2_269,6.28214,Promoter (<=1kb),7,59418886,59418979,94,2,Gm25210,XR_004934662.1,515,down
NC_000073.7,66127316,66127785,470,*,CBD2vsMODEL2_cond2_270,12.9526,Promoter (<=1kb),7,66125941,66127708,1768,2,Gm53392,XR_004934427.1,0,down
NC_000073.7,66191199,66191588,390,*,CBD2vsMODEL2_cond2_271,13.6576,Distal Intergenic,7,66231605,66235276,3672,1,Gm33570,XR_391553.4,-40017,down
NC_000073.7,67134626,67134910,285,*,CBD2vsMODEL2_cond2_272,7.34257,Promoter (2-3kb),7,67137759,67193335,55577,1,Gm34079,XR_004934432.1,-2849,down
NC_000073.7,68398650,68398971,322,*,CBD2vsMODEL2_cond2_273,3.93264,Promoter (<=1kb),7,68386742,68398986,12245,2,Arrdc4,NM_001042592.2,15,down
NC_000073.7,80478112,80478382,271,*,CBD2vsMODEL2_cond2_274,15.6668,Distal Intergenic,7,80362411,80453288,90878,2,Iqgap1,XR_001785567.3,-24824,down
NC_000073.7,94727444,94727720,277,*,CBD2vsMODEL2_cond2_275,6.53377,"Intron (NR_175859.1/Gm32647, intron 4 of 5)",7,95091558,95091664,107,2,Gm25684,XR_004934726.1,363944,down
NC_000073.7,98954034,98954510,477,*,CBD2vsMODEL2_cond2_276,5.08978,Promoter (<=1kb),7,98949481,98954449,4969,2,Gm40449,XR_003946838.1,0,down
NC_000073.7,101899476,101899747,272,*,CBD2vsMODEL2_cond2_277,5.89864,Promoter (<=1kb),7,101888330,101899325,10996,2,Rhog,NM_019566.3,-151,down
NC_000073.7,110386093,110387038,946,*,CBD2vsMODEL2_cond2_278,6.29131,"Intron (NM_001276301.2/Ampd3, intron 2 of 14)",7,110378473,110382581,4109,2,Gm39069,XR_869867.3,-3512,down
NC_000073.7,110396783,110397530,748,*,CBD2vsMODEL2_cond2_279,10.1113,"Intron (NM_001276301.2/Ampd3, intron 6 of 14)",7,110378473,110382581,4109,2,Gm39069,XR_869867.3,-14202,down
NC_000073.7,112072991,112073258,268,*,CBD2vsMODEL2_cond2_280,9.45834,"Intron (NM_020606.6/Parva, intron 1 of 12)",7,112037650,112065116,27467,1,Gm45998,XR_001778261.3,35341,down
NC_000073.7,113112744,113113021,278,*,CBD2vsMODEL2_cond2_281,4.51128,Promoter (<=1kb),7,113113008,113170713,57706,1,Far1,XM_030242932.2,0,down
NC_000073.7,116202586,116202959,374,*,CBD2vsMODEL2_cond2_282,12.5919,Distal Intergenic,7,116206624,116220055,13432,1,Gm53368,XR_004934307.1,-3665,down
NC_000073.7,117069493,117069775,283,*,CBD2vsMODEL2_cond2_283,3.74212,"Intron (NM_175645.3/Xylt1, intron 1 of 11)",7,116980214,117266853,286640,1,Xylt1,NM_175645.3,89279,down
NC_000073.7,118410948,118411392,445,*,CBD2vsMODEL2_cond2_284,5.79469,"Exon (XM_006508212.2/Vps35l, exon 24 of 30)",7,118431788,118431901,114,1,Gm26147,XR_004934672.1,-20396,down
NC_000073.7,122977165,122977553,389,*,CBD2vsMODEL2_cond2_285,3.79561,Promoter (<=1kb),7,122977205,123029581,52377,1,Lcmt1,NM_025304.3,0,down
NC_000073.7,126607559,126608217,659,*,CBD2vsMODEL2_cond2_286,4.55469,"Intron (NM_080638.3/Mvp, intron 1 of 14)",7,126586036,126602959,16924,2,Mvp,XM_011241952.3,-4600,down
NC_000073.7,126807122,126807388,267,*,CBD2vsMODEL2_cond2_287,3.99824,Promoter (<=1kb),7,126796631,126807640,11010,2,Tbc1d10b,NM_144522.5,252,down
NC_000073.7,131012249,131012515,267,*,CBD2vsMODEL2_cond2_288,4.07803,Promoter (<=1kb),7,131012330,131047940,35611,1,Acadsb,NM_025826.4,0,down
NC_000073.7,133395272,133395758,487,*,CBD2vsMODEL2_cond2_289,4.13488,"Intron (NM_001418758.1/Fank1, intron 1 of 9)",7,133322671,133384514,61844,2,Dhx32,NM_001286031.2,-10758,down
NC_000073.7,133826248,133826522,275,*,CBD2vsMODEL2_cond2_290,13.5494,Promoter (<=1kb),7,133484928,133826826,341899,2,Adam12,NM_007400.2,304,down
NC_000073.7,134375398,134376081,684,*,CBD2vsMODEL2_cond2_291,3.8226,"Intron (NM_001033420.2/Dock1, intron 18 of 51)",7,134272416,134775376,502961,1,Dock1,NM_001033420.2,102982,down
NC_000073.7,140972033,140972942,910,*,CBD2vsMODEL2_cond2_292,7.77569,Promoter (<=1kb),7,140972073,140982889,10817,1,Taldo1,NM_011528.4,0,down
NC_000073.7,140973091,140973378,288,*,CBD2vsMODEL2_cond2_293,5.79342,Promoter (1-2kb),7,140972073,140982889,10817,1,Taldo1,NM_011528.4,1018,down
