cid,cmpdname,smiles,cell_line,predicted_score
12598,Butaperazine,CCCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C,HUVEC,0.03438994288444519
2997,Nordazepam,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,HUVEC,0.034555040299892426
14831472,Pesticide4_Doramectin_C50H74O14_Dectomax,CC1/C=C/C=C/2\COC3C2(C(C=C(C3O)C)C(=O)OC4CC(C/C=C(/C1OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)O)OC)OC)\C)OC7(C4)C=CC(C(O7)C8CCCCC8)C)O,HUVEC,0.03488342463970184
60813,Lesopitron,C1CN(CCN1CCCCN2C=C(C=N2)Cl)C3=NC=CC=N3,HUVEC,0.035320430994033813
82148,Agomelatine,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,HUVEC,0.03586369752883911
2170,Amoxapine,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,HUVEC,0.03593911975622177
3080646,Librax,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O.C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O.[Br-],HUVEC,0.03626492619514465
54682505,7-chloro-4-hydroxy-3-(3-phenoxyphenyl)quinolin-2(1H)-one,C1=CC=C(C=C1)OC2=CC=CC(=C2)C3=C(C4=C(C=C(C=C4)Cl)NC3=O)O,HUVEC,0.036318108439445496
216237,Tolvaptan,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,HUVEC,0.036407470703125
71187,Ipsapirone hydrochloride,C1CN(CCN1CCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=NC=CC=N4.Cl,HUVEC,0.036478057503700256
135412795,Bentazepam,C1CCC2=C(C1)C3=C(S2)NC(=O)CN=C3C4=CC=CC=C4,HUVEC,0.03650852292776108
3958,Lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,HUVEC,0.036516785621643066
4616,Oxazepam,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,HUVEC,0.03653299808502197
2811,Clotiazepam,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,HUVEC,0.03719411790370941
3016,Diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,HUVEC,0.03741922974586487
9287,alpha-Methyltryptamine,CC(CC1=CNC2=CC=CC=C21)N,HUVEC,0.037487536668777466
131664,Pagoclone,CC(C)CCC(=O)CC1C2=CC=CC=C2C(=O)N1C3=NC4=C(C=C3)C=CC(=N4)Cl,HUVEC,0.037544019520282745
54897,Alpidem,CCCN(CCC)C(=O)CC1=C(N=C2N1C=C(C=C2)Cl)C3=CC=C(C=C3)Cl,HUVEC,0.037775635719299316
2441,Bromazepam,C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,HUVEC,0.03783378005027771
199,Agmatine,C(CCN=C(N)N)CN,HUVEC,0.03791332244873047
14434,Flurazepam Hydrochloride,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F.Cl.Cl,HUVEC,0.038147494196891785
2816,Cloxazolam,C1COC2(N1CC(=O)NC3=C2C=C(C=C3)Cl)C4=CC=CC=C4Cl,HUVEC,0.03815760463476181
4177,Mexazolam,CC1COC2(N1CC(=O)NC3=C2C=C(C=C3)Cl)C4=CC=CC=C4Cl,HUVEC,0.03818309307098389
71986,Indorenate Hydrochloride,COC1=CC2=C(C=C1)NC=C2C(CN)C(=O)OC.Cl,HUVEC,0.038459815084934235
40391,Pinazepam,C#CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,HUVEC,0.038740746676921844
3369,Fludiazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,HUVEC,0.03908360004425049
9916,Chlordiazepoxide hydrochloride,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O.Cl,HUVEC,0.03930559754371643
65914,Abecarnil,CC(C)OC(=O)C1=NC=C2C(=C1COC)C3=C(N2)C=CC(=C3)OCC4=CC=CC=C4,HUVEC,0.03964005410671234
44115,Progabide,C1=CC(=CC=C1C(=NCCCC(=O)N)C2=C(C=CC(=C2)F)O)Cl,HUVEC,0.03979933261871338
219095,Gedocarnil,CC(C)OC(=O)C1=NC=C2C(=C1COC)C3=C(N2)C=CC=C3OC4=CC=C(C=C4)Cl,HUVEC,0.0400456041097641
17925,Delorazepam,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3Cl,HUVEC,0.04024955630302429
4041,Medazepam,CN1CCN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,HUVEC,0.040575578808784485
216456,Ocinaplon,C1=CC=NC(=C1)C(=O)C2=C3N=CC=C(N3N=C2)C4=CC=NC=C4,HUVEC,0.040831804275512695
1119,Sulfur Dioxide,O=S=O,HUVEC,0.04183994233608246
2712,Chlordiazepoxide,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,HUVEC,0.042602673172950745
37632,Adinazolam,CN(C)CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,HUVEC,0.043214067816734314
4205,Mirtazapine,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,HUVEC,0.043274328112602234
12835,5-Methoxytryptophol,COC1=CC2=C(C=C1)NC=C2CCO,HUVEC,0.04409429430961609
171003,Limbritol,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O.CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,HUVEC,0.046018704771995544
23630026,"3-Cinnolinecarboxamide, 4-amino-8-(2,5-dimethoxyphenyl)-N-propyl-",CCCNC(=O)C1=NN=C2C(=C1N)C=CC=C2C3=C(C=CC(=C3)OC)OC,HUVEC,0.04703079164028168
2995,Desipramine,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,HUVEC,0.047220975160598755
22609888,"1,2,4-Triazolo(4,3-b)pyridazine, 7-cyclobutyl-3-(2,6-difluorophenyl)-6-((1-methyl-1H-1,2,4-triazol-5-yl)methoxy)-",CN1C(=NC=N1)COC2=NN3C(=NN=C3C4=C(C=CC=C4F)F)C=C2C5CCC5,HUVEC,0.047236427664756775
12207008,Medazepam hydrochloride,CN1CCN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3.Cl,HUVEC,0.04835863411426544
5384200,Midazolam maleate,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F.C(=C\C(=O)O)\C(=O)O,HUVEC,0.04845799505710602
14670,Prothipendyl,CN(C)CCCN1C2=CC=CC=C2SC3=C1N=CC=C3,HUVEC,0.04926249384880066
7108,Phenothiazine,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,HUVEC,0.049446627497673035
3307,Etizolam,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C,HUVEC,0.05030609667301178
123700,Ethyl 5-benzyloxy-4-methoxymethyl-beta-carboline-3-carboxylate,CCOC(=O)C1=NC=C2C(=C1COC)C3=C(N2)C=CC=C3OCC4=CC=CC=C4,HUVEC,0.05106440186500549
68870,Tianeptine,CN1C2=CC=CC=C2C(C3=C(S1(=O)=O)C=C(C=C3)Cl)NCCCCCCC(=O)O,HUVEC,0.05158202350139618
121926,6-Benzyloxy-4-methoxymethyl-beta-carboline-3-carboxylic acid ethyl ester,CCOC(=O)C1=NC=C2C(=C1COC)C3=C(N2)C=CC(=C3)OCC4=CC=CC=C4,HUVEC,0.05203881859779358
7005,1-Naphthol,C1=CC=C2C(=C1)C=CC=C2O,HUVEC,0.05209295451641083
11223423,Emicerfont,CC1=CC(=C2CCN(C2=N1)C3=C(C=C(C=C3)OC)C)N4C=CC(=N4)N5CCNC5=O,HUVEC,0.053270384669303894
2118,Alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,HUVEC,0.05393056571483612
3261,Estazolam,C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4,HUVEC,0.05460911989212036
4192,Midazolam,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,HUVEC,0.05494751036167145
4976,Protriptyline,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,HUVEC,0.05506502091884613
5556,Triazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,HUVEC,0.05662605166435242
43032,Midazolam Hydrochloride,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F.Cl,HUVEC,0.05767430365085602
11198924,Adipiplon,CCCC1=C(N=CN2C1=NC(=N2)C)CN3C=CN=C3C4=C(C=CC=N4)F,HUVEC,0.06271348893642426
135409387,S-8510 free base,C1COCC2=C3C(=CN=C21)NC(=N3)C4=NOC=C4,HUVEC,0.0729479044675827
795,Imidazole,C1=CN=CN1,HUVEC,0.07950551807880402
